year,id_,childs,educ,degree,partyid,polviews,gunlaw,owngun,ballot
2024,1141,0,12th grade,High school,Not very strong republican,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,NO,Ballot c
2024,1142,1,8th grade,Less than high school,"Independent (neither, no response)",Liberal,FAVOR,NO,Ballot c
2024,1143,2,12th grade,High school,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1144,0,2 years of college,Associate/junior college,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1145,0,4 years of college,Bachelor's,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1146,2,1 year of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1147,2,4 years of college,Associate/junior college,"Independent, close to republican",Conservative,FAVOR,NO,Ballot c
2024,1148,2,4 years of college,Bachelor's,"Independent, close to republican",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1149,1,2 years of college,Associate/junior college,Strong republican,Conservative,FAVOR,YES,Ballot c
2024,1150,0,2 years of college,High school,Strong democrat,Extremely conservative,FAVOR,NO,Ballot a
2024,1151,2,3 years of college,Associate/junior college,Strong republican,Conservative,OPPOSE,YES,Ballot c
2024,1152,0,5 years of college,Bachelor's,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,1153,1,3 years of college,High school,"Independent, close to democrat","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1154,0,3 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,1155,0,8 or more years of college,Bachelor's,Strong democrat,Slightly liberal,FAVOR,NO,Ballot a
2024,1156,5,.d:  Do not Know/Cannot Choose,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,1157,0,8th grade,Less than high school,Strong democrat,Liberal,OPPOSE,NO,Ballot c
2024,1158,1,1 year of college,High school,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1159,8 or more,2 years of college,Associate/junior college,"Independent (neither, no response)",Conservative,FAVOR,NO,Ballot a
2024,1160,2,.d:  Do not Know/Cannot Choose,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot a
2024,1161,1,2 years of college,Associate/junior college,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,1162,3,4 years of college,Bachelor's,Not very strong democrat,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1163,0,5 years of college,Graduate,Strong republican,Conservative,FAVOR,NO,Ballot c
2024,1164,0,1 year of college,High school,Strong republican,Conservative,OPPOSE,NO,Ballot a
2024,1165,0,3 years of college,Graduate,"Independent, close to republican",Conservative,OPPOSE,YES,Ballot c
2024,1166,0,4 years of college,Bachelor's,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1167,1,4 years of college,Bachelor's,Not very strong republican,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1168,0,6 years of college,Bachelor's,Other party,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1169,2,4 years of college,Bachelor's,Not very strong republican,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1170,0,6 years of college,Graduate,Strong democrat,Liberal,FAVOR,NO,Ballot a
2024,1171,0,12th grade,High school,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,1172,5,5 years of college,Bachelor's,Not very strong republican,Conservative,FAVOR,YES,Ballot a
2024,1173,2,3 years of college,High school,Strong republican,Extremely conservative,FAVOR,YES,Ballot a
2024,1174,1,2 years of college,High school,Not very strong republican,Slightly conservative,FAVOR,YES,Ballot a
2024,1175,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot c
2024,1176,1,1 year of college,High school,Not very strong republican,Conservative,FAVOR,NO,Ballot a
2024,1177,0,2 years of college,High school,"Independent, close to republican","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1178,0,3 years of college,High school,Strong republican,Conservative,OPPOSE,NO,Ballot c
2024,1179,3,1 year of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot c
2024,1180,1,8 or more years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,1181,0,12th grade,High school,"Independent (neither, no response)",Slightly conservative,OPPOSE,NO,Ballot a
2024,1182,2,4 years of college,Bachelor's,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1183,2,8 or more years of college,Graduate,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1184,4,2 years of college,Associate/junior college,Strong republican,Conservative,FAVOR,NO,Ballot c
2024,1185,2,6 years of college,Bachelor's,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1186,4,12th grade,High school,Strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot a
2024,1187,0,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1188,2,2 years of college,High school,Not very strong democrat,Slightly liberal,FAVOR,YES,Ballot c
2024,1189,4,7 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1190,0,5 years of college,Bachelor's,Not very strong democrat,Slightly liberal,OPPOSE,NO,Ballot a
2024,1191,4,6 years of college,Bachelor's,Not very strong republican,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1192,0,12th grade,High school,.n:  No answer,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,1193,2,4 years of college,Bachelor's,Strong republican,Conservative,FAVOR,YES,Ballot a
2024,1194,1,2 years of college,Associate/junior college,"Independent, close to republican","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,1195,2,7 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot a
2024,1196,3,4 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,REFUSED,Ballot c
2024,1197,3,4 years of college,Graduate,Not very strong democrat,Liberal,FAVOR,NO,Ballot c
2024,1198,3,1 year of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1199,2,4 years of college,Bachelor's,"Independent, close to democrat",Liberal,FAVOR,NO,Ballot c
2024,1200,2,4 years of college,Bachelor's,"Independent, close to democrat",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1201,0,4 years of college,Bachelor's,Strong democrat,Extremely liberal,FAVOR,NO,Ballot a
2024,1202,2,6 years of college,Graduate,"Independent, close to democrat",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1203,3,4 years of college,Bachelor's,"Independent, close to democrat",Slightly liberal,OPPOSE,NO,Ballot a
2024,1204,1,12th grade,High school,"Independent (neither, no response)",Slightly liberal,FAVOR,NO,Ballot a
2024,1205,2,3 years of college,Bachelor's,Strong democrat,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1206,2,3 years of college,Associate/junior college,"Independent, close to democrat","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,1207,3,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1208,0,2 years of college,Associate/junior college,Not very strong democrat,Liberal,FAVOR,YES,Ballot c
2024,1209,2,4 years of college,Graduate,Not very strong republican,"Moderate, middle of the road",FAVOR,YES,Ballot a
2024,1210,0,12th grade,High school,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1211,2,4 years of college,Bachelor's,"Independent, close to republican",Conservative,FAVOR,YES,Ballot a
2024,1212,0,1 year of college,High school,Strong republican,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1213,0,11th grade,Less than high school,"Independent (neither, no response)",Slightly liberal,OPPOSE,NO,Ballot a
2024,1214,0,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1215,0,4 years of college,Bachelor's,Other party,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,1216,0,4 years of college,High school,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1217,0,6 years of college,Bachelor's,Not very strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1218,0,4 years of college,Graduate,Strong democrat,Slightly liberal,FAVOR,NO,Ballot c
2024,1219,0,4 years of college,Graduate,Strong republican,Conservative,OPPOSE,NO,Ballot a
2024,1220,0,10th grade,High school,Strong democrat,Extremely liberal,FAVOR,NO,Ballot a
2024,1221,6,12th grade,High school,"Independent (neither, no response)",.d:  Do not Know/Cannot Choose,FAVOR,YES,Ballot a
2024,1222,0,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1223,3,6 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,1224,4,2 years of college,High school,"Independent (neither, no response)",Conservative,FAVOR,YES,Ballot a
2024,1225,6,5 years of college,Bachelor's,Not very strong republican,Conservative,OPPOSE,YES,Ballot a
2024,1226,2,12th grade,High school,Not very strong republican,Conservative,FAVOR,YES,Ballot a
2024,1227,2,8 or more years of college,Graduate,Strong democrat,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1228,2,2 years of college,Less than high school,Strong republican,"Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,1229,3,12th grade,High school,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1230,2,12th grade,High school,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1231,2,2 years of college,High school,Strong republican,Conservative,OPPOSE,YES,Ballot a
2024,1232,0,11th grade,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1233,4,1 year of college,High school,Not very strong republican,Slightly liberal,FAVOR,YES,Ballot a
2024,1234,0,4 years of college,Bachelor's,Strong democrat,"Moderate, middle of the road",OPPOSE,NO,Ballot c
2024,1235,1,8 or more years of college,Graduate,"Independent (neither, no response)",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1236,4,12th grade,High school,.n:  No answer,Slightly liberal,FAVOR,YES,Ballot a
2024,1237,3,8 or more years of college,Graduate,Not very strong republican,Slightly conservative,FAVOR,YES,Ballot a
2024,1238,1,4 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1239,0,4 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,1240,2,5 years of college,Graduate,Not very strong republican,Slightly conservative,FAVOR,NO,Ballot a
2024,1241,2,4 years of college,Graduate,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1242,0,8 or more years of college,Graduate,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1243,2,7 years of college,Bachelor's,Strong democrat,Liberal,OPPOSE,.s:  Skipped on Web,Ballot a
2024,1244,2,4 years of college,Bachelor's,Strong democrat,Liberal,FAVOR,NO,Ballot a
2024,1245,3,6 years of college,Graduate,"Independent, close to republican",Slightly liberal,FAVOR,NO,Ballot c
2024,1246,1,4 years of college,Graduate,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,1247,2,6 years of college,Graduate,Strong democrat,Liberal,FAVOR,NO,Ballot a
2024,1248,5,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,FAVOR,YES,Ballot a
2024,1249,2,4 years of college,Graduate,Strong republican,Conservative,OPPOSE,NO,Ballot a
2024,1250,3,2 years of college,Associate/junior college,"Independent, close to republican",Slightly conservative,OPPOSE,YES,Ballot a
2024,1251,2,5 years of college,Bachelor's,Strong republican,Conservative,OPPOSE,YES,Ballot c
2024,1252,2,4 years of college,Bachelor's,Strong republican,Extremely conservative,FAVOR,NO,Ballot c
2024,1253,0,12th grade,High school,"Independent (neither, no response)",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1254,1,6 years of college,Graduate,Not very strong republican,Slightly conservative,FAVOR,YES,Ballot c
2024,1255,1,7 years of college,Graduate,Not very strong democrat,Slightly liberal,FAVOR,YES,Ballot a
2024,1256,2,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,1257,0,2 years of college,High school,"Independent, close to democrat",Slightly liberal,FAVOR,NO,Ballot c
2024,1258,2,2 years of college,High school,"Independent, close to democrat",Slightly liberal,FAVOR,NO,Ballot c
2024,1259,0,12th grade,High school,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1260,1,1 year of college,High school,Strong democrat,Liberal,OPPOSE,NO,Ballot c
2024,1261,3,12th grade,High school,Strong republican,Slightly conservative,FAVOR,NO,Ballot c
2024,1262,0,4 years of college,Graduate,Not very strong democrat,Liberal,FAVOR,NO,Ballot a
2024,1263,0,5 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1264,0,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1265,0,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,OPPOSE,NO,Ballot a
2024,1266,0,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,FAVOR,NO,Ballot c
2024,1267,3,4 years of college,Bachelor's,Strong republican,Conservative,OPPOSE,NO,Ballot a
2024,1268,0,3 years of college,Associate/junior college,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,1269,7,12th grade,High school,Strong democrat,Slightly liberal,FAVOR,NO,Ballot c
2024,1270,0,5 years of college,Bachelor's,Other party,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1271,0,12th grade,Less than high school,Strong republican,Slightly liberal,OPPOSE,NO,Ballot c
2024,1272,.n:  No answer,.d:  Do not Know/Cannot Choose,Less than high school,.n:  No answer,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1273,2,12th grade,.d:  Do not Know/Cannot Choose,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,1274,1,8th grade,Less than high school,Not very strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,1275,7,11th grade,Less than high school,"Independent (neither, no response)",.s:  Skipped on Web,FAVOR,NO,Ballot c
